selected_zone,ALEPPO,ASPINWALL,AVALON,BALDWIN,BELL ACRES,BELLEVUE,BEN AVON,BEN AVON HEIGHTS,BETHEL PARK,BLAWNOX,BRACKENRIDGE,BRADDOCK,BRADDOCK HILLS,BRADFORD WOODS,BRENTWOOD,BRIDGEVILLE,CARNEGIE,CASTLE SHANNON,CHALFANT,CHESWICK,CHURCHILL,CLAIRTON,COLLIER,CORAOPOLIS,CRAFTON,CRESCENT,DORMONT,DRAVOSBURG,DUQUESNE,EAST DEER,EAST MCKEESPORT,EAST PITTSBURGH,EDGEWOOD,EDGEWORTH,ELIZABETH,EMSWORTH,ETNA,FAWN,FINDLAY,FOREST HILLS,FORWARD,FOX CHAPEL,FRANKLIN PARK,FRAZER,GLASSPORT,GLEN OSBORNE,GLENFIELD,GREEN TREE,HAMPTON,HARMAR,HARRISON,HAYSVILLE,HEIDELBERG,HOMESTEAD,INDIANA,INGRAM,JEFFERSON HILLS,KENNEDY,KILBUCK,LEET,LEETSDALE,LIBERTY,LINCOLN,MARSHALL,MCCANDLESS,MCDONALD,MCKEES ROCKS,MCKEESPORT,MILLVALE,MONROEVILLE,MOON,MOUNT LEBANON,MOUNT OLIVER,MUNHALL,NEVILLE,NORTH BRADDOCK,NORTH FAYETTE,NORTH VERSAILLES,O'HARA,OAKDALE,OAKMONT,OHIO,PENN HILLS,PENNSBURY VILLAGE,PINE,PITCAIRN,PITTSBURGH,PLEASANT HILLS,PLUM,PORT VUE,RANKIN,RESERVE,RICHLAND,ROBINSON,ROSS,ROSSLYN FARMS,SCOTT,SEWICKLEY,SEWICKLEY HEIGHTS,SEWICKLEY HILLS,SHALER,SHARPSBURG,SOUTH FAYETTE,SOUTH PARK,SOUTH VERSAILLES,SPRINGDALE,STOWE,SWISSVALE,TARENTUM,THORNBURG,TRAFFORD,TURTLE CREEK,UPPER ST. CLAIR,VERONA,VERSAILLES,WALL,WEST DEER,WEST ELIZABETH,WEST HOMESTEAD,WEST MIFFLIN,WEST VIEW,WHITAKER,WHITE OAK,WHITEHALL,WILKINS,WILKINSBURG,WILMERDING
BRACKENRIDGE,0.477515237,0.531653118,0.833099967,0.690070454,0.716934819,0.33470045,0.03544367,0.760366698,0.058214767,0.861173536,0.036217309,0.496901071,0.300050241,0.140776672,0.238025747,0.844098841,0.542459451,0.02160252,0.752085376,0.888264951,0.487054745,0.169390403,0.109808759,0.212801937,0.297815002,0.008039162,0.166271827,0.788765972,0.269866346,0.356393597,0.714020633,0.473896462,0.302580468,0.202380086,0.852092178,0.454865111,0.885650922,0.597219881,0.645442541,0.348437296,0.27955485,0.303797035,0.220047481,0.213056779,0.510046666,0.116419842,0.881492304,0.595370093,0.696455282,0.926459705,0.960762706,0.395472434,0.570967229,0.828183317,0.36462806,0.430028571,0.086746899,0.333292679,0.463323395,0.845606679,0.15549616,0.273246707,0.02794441,0.838729746,0.717554192,0.39865601,0.639847402,0.033585895,0.465489715,0.03749805,0.436902114,0.756530168,0.314893519,0.355986426,0.738020085,0.949160954,0.57068246,0.17177046,0.421093727,0.480476815,0.141363452,0.94728317,0.362657667,0.403797341,0.763400947,0.062314189,0.885680062,0.477711256,0.9720225,0.159116272,0.162612595,0.839853573,0.730144904,0.23938097,0.993646061,0.170519533,0.813989737,0.582349756,0.485998033,0.279825322,0.482174926,0.735452277,0.167047671,0.804808904,0.812988358,0.78401795,0.23601121,0.663299627,0.289167234,0.752535367,0.643606496,0.917322874,0.628648845,0.47050282,0.427992453,0.620376818,0.474590952,0.471394159,0.562413928,0.993563677,0.971735726,0.365695698,0.42511504,0.955156935,0.193125772,0.582581688,0.86476965
BRADDOCK,0.724101436,0.928201481,0.51532076,0.797096495,0.099894881,0.019017987,0.086450909,0.512395506,0.099299068,0.583438338,0.833428871,0.581875936,0.474409058,0.087558232,0.100237369,0.535617232,0.971427298,0.792518821,0.27233031,0.639304841,0.958496087,0.512195483,0.415343123,0.335391348,0.944957804,0.341289813,0.35745677,0.338664798,0.369138164,0.868952083,0.47115797,0.332754952,0.219468903,0.151023999,0.425181666,0.336250566,0.561510231,0.531880215,0.154365965,0.247689015,0.830429556,0.475230888,0.59309407,0.543465757,0.376392342,0.069470418,0.166940659,0.16262729,0.172306579,0.383386577,0.779943774,0.783205314,0.37742114,0.300684701,0.979391603,0.155300619,0.674162023,0.329249895,0.981918442,0.176195033,0.448170283,0.035035024,0.172581792,0.590870681,0.917015122,0.888635938,0.038846106,0.283812604,0.993618599,0.564976429,0.448526739,0.471072362,0.158308833,0.447456756,0.911109821,0.049259554,0.473953442,0.414300458,0.670981853,0.727982631,0.674886649,0.571379198,0.92909813,0.315108666,0.16563232,0.510604305,0.596546641,0.984524963,0.119112751,0.473793898,0.705677261,0.004128165,0.710609031,0.651805227,0.760627005,0.252412065,0.110631238,0.709166767,0.462430421,0.075008009,0.102774392,0.661668669,0.373818303,0.968326414,0.364204499,0.322749586,0.40595546,0.909353165,0.066183181,0.175711656,0.666076792,0.990788196,0.390466445,0.359311013,0.092930286,0.085101544,0.812055222,0.920434082,0.206803835,0.838192904,0.569730598,0.542150462,0.69784079,0.233529689,0.852185705,0.262628624,0.78244035
BRADDOCK HILLS,0.243344129,0.290727695,0.90980887,0.450429002,0.744461707,0.746389328,0.538206879,0.03188488,0.335457337,0.625570521,0.134394828,0.165489514,0.474896092,0.42133893,0.06691191,0.337479183,0.093362865,0.571789117,0.343514126,0.726965662,0.382210781,0.223311483,0.726981425,0.515085558,0.048863344,0.461731247,0.400614021,0.065737442,0.229431556,0.398565287,0.936982765,0.860460556,0.847692326,0.631564198,0.798312737,0.53503381,0.618801887,0.620831428,0.974525655,0.109360337,0.243910809,0.284188382,0.961681443,0.652063385,0.280254796,0.13122305,0.465890579,0.305440367,0.324610775,0.185161428,0.37631523,0.64945633,0.498100729,0.044748802,0.450392492,0.147505242,0.859398946,0.095081143,0.688356893,0.86807234,0.920606545,0.443560563,0.317938295,0.108552128,0.360706838,0.333160205,0.817807209,0.291759946,0.809153398,0.490885521,0.872999644,0.856479644,0.570806307,0.897759149,0.81168511,0.575665697,0.278162892,0.378874676,0.170122798,0.417357962,0.913323382,0.538935065,0.452953649,0.641991519,0.834469683,0.303576861,0.230815677,0.894772825,0.091299226,0.668841083,0.698752746,0.565318161,0.72447794,0.311596211,0.686110844,0.728555198,0.450132959,0.569587703,0.474928157,0.900176172,0.369343764,0.321740706,0.003877871,0.859966053,0.212918459,0.829457319,0.082540611,0.317270665,0.830506678,0.031246199,0.37718701,0.45112851,0.147381073,0.69508424,0.23118539,0.339192916,0.870089004,0.721957805,0.627214619,0.716017193,0.105857281,0.639551911,0.547379297,0.636594741,0.324490894,0.568712805,0.207933974
BRADFORD WOODS,0.519683682,0.66218011,0.209811964,0.600509275,0.425444576,0.060364151,0.492457177,0.732441082,0.972662388,0.550393112,0.243906907,0.165770563,0.168020487,0.796973022,0.469680712,0.357226493,0.569625737,0.9052025,0.428883531,0.169061096,0.769551819,0.209199465,0.363508462,0.089153674,0.614253245,0.003553683,0.381088053,0.754567825,0.232354096,0.575978464,0.407667273,0.303866733,0.451882265,0.893980762,0.475609251,0.921391004,0.57006608,0.340744664,0.92537076,0.551156427,0.132559279,0.917423979,0.468005247,0.977125835,0.811229946,0.183539155,0.454736572,0.394045824,0.70146625,0.082211925,0.69836323,0.043820014,0.507196889,0.2660032,0.41947242,0.182705036,0.58116661,0.192605975,0.87245657,0.271651136,0.709388073,0.177294342,0.065792098,0.897685759,0.717012111,0.126215779,0.975573137,0.804314198,0.791495132,0.723796415,0.922567081,0.747504745,0.852628284,0.590485841,0.828167036,0.954685769,0.143581086,0.212271284,0.466247395,0.623166537,0.952727038,0.695809708,0.457570323,0.938566332,0.126430863,0.519017628,0.962847023,0.268071382,0.999911423,0.172146678,0.63928598,0.384163794,0.745988598,0.042902762,0.294778068,0.77672293,0.429149492,0.866263235,0.083477071,0.157773743,0.372947444,0.907606987,0.781922767,0.389326717,0.345185392,0.117112787,0.827487769,0.069276188,0.82949275,0.287545506,0.411298585,0.598004275,0.267770992,0.214876874,0.565378499,0.370774836,0.839846024,0.154227394,0.301442145,0.759791597,0.477425311,0.66711547,0.309061921,0.037394429,0.019574047,0.763545474,0.570665059
BRENTWOOD,0.936111217,0.64694536,0.778073787,0.282549625,0.275644272,0.638466545,0.136166762,0.43293757,0.070299419,0.649535809,0.624356136,0.690672624,0.878000486,0.243204868,0.233654108,0.695232553,0.380546177,0.848913974,0.186297757,0.333007476,0.876160659,0.501322288,0.205086501,0.270439058,0.857569919,0.580049935,0.501281586,0.94123018,0.043232096,0.050693091,0.450865094,0.971574837,0.428611351,0.17161596,0.16144364,0.35178649,0.431799093,0.921125983,0.663824458,0.722642243,0.319616674,0.767578443,0.647400471,0.378141772,0.52237202,0.899186073,0.842874764,0.058246676,0.161413927,0.243350609,0.126804928,0.008761288,0.359936267,0.845708234,0.259637661,0.452364408,0.103730037,0.846673514,0.811939018,0.243637975,0.9102454,0.302495116,0.440631794,0.061139826,0.39237763,0.160933216,0.202795581,0.496381255,0.877355325,0.730345666,0.056103091,0.904761872,0.562760423,0.592129036,0.593666375,0.858270164,0.680465769,0.559583134,0.696428111,0.854235218,0.551288778,0.281438893,0.310142802,0.404837154,0.315052359,0.679388818,0.868738337,0.321687987,0.557075761,0.395145156,0.535335857,0.634562118,0.663434389,0.445850789,0.038000788,0.980875848,0.677001176,0.384385787,0.961586021,0.800773449,0.652668939,0.252068235,0.990810346,0.684535299,0.649585824,0.483270735,0.772958237,0.697693753,0.445039935,0.560757144,0.645070366,0.449866542,0.267825034,0.061033228,0.462277194,0.939911848,0.326134488,0.008299124,0.606934495,0.941676592,0.650145555,0.598744472,0.062663342,0.789323871,0.368744254,0.749531988,0.7176329
BRIDGEVILLE,0.379818683,0.693850977,0.059232841,0.007013769,0.283995877,0.184977641,0.012748164,0.246268096,0.642295309,0.35788725,0.224329717,0.053500616,0.177618537,0.208752121,0.094620033,0.498077191,0.293925254,0.761087027,0.793022566,0.596114442,0.873569603,0.246381051,0.885811128,0.766240537,0.676627761,0.767857405,0.896672923,0.600984591,0.235165025,0.626640089,0.859412036,0.163320632,0.953900545,0.964555784,0.083500322,0.532888418,0.823892908,0.397348132,0.302232057,0.8371321,0.941916546,0.147406597,0.156721175,0.947358541,0.666994041,0.683968559,0.17594722,0.272530676,0.936096342,0.727257079,0.032582693,0.94616617,0.312550519,0.344307803,0.624773305,0.72670226,0.702915039,0.835314171,0.560741501,0.624277205,0.956057825,0.59110838,0.464401686,0.180157763,0.636301525,0.434073234,0.524405643,0.128182269,0.823910065,0.68712134,0.366714619,0.875204414,0.976347344,0.428990186,0.755042024,0.51053555,0.110241054,0.836373196,0.198225883,0.709771044,0.964945956,0.806792003,0.894294553,0.138271572,0.691975296,0.556015823,0.294945357,0.968975067,0.129046007,0.796445873,0.938876432,0.792789983,0.180261408,0.289527752,0.661918686,0.16150714,0.097359696,0.273132749,0.157562044,0.580022285,0.786672265,0.593403031,0.412843844,0.465015318,0.552584842,0.133980431,0.810434905,0.48554625,0.209842419,0.118614343,0.766264953,0.247835907,0.78836048,0.178951717,0.056044035,0.988183224,0.016657036,0.366541276,0.053376874,0.554749138,0.498919209,0.153625656,0.257697823,0.819464093,0.515644005,0.185194016,0.517922602
CARNEGIE,0.958905017,0.225843317,0.417485819,0.929736109,0.291440767,0.270018503,0.376982816,0.136068108,0.737787714,0.917035823,0.901672961,0.550254594,0.303440956,0.82778045,0.237235323,0.158483313,0.947731126,0.75008226,0.584283282,0.183297869,0.765833175,0.303476852,0.861567259,0.055056404,0.442361098,0.738060926,0.746458342,0.506535646,0.898728868,0.581861512,0.719594635,0.77941955,0.741252696,0.758011931,0.309516817,0.130096757,0.053873336,0.781935475,0.743015841,0.032919594,0.634881559,0.31317553,0.040404593,0.931742536,0.841428672,0.025351071,0.003375995,0.907340134,0.715321333,0.980979366,0.420482124,0.842675,0.994791876,0.440184033,0.28917099,0.941110449,0.860414693,0.366291423,0.851288282,0.68337935,0.416836745,0.75667708,0.268140766,0.792221046,0.874541829,0.514165735,0.018949588,0.186773723,0.226157226,0.681886431,0.331196464,0.818062464,0.395852599,0.082751811,0.907283242,0.973728014,0.145811119,0.624301257,0.749376575,0.295410301,0.579728619,0.40169386,0.31831351,0.817805113,0.256650195,0.053279742,0.160212934,0.125902841,0.707520057,0.849270488,0.933176159,0.826702775,0.488564165,0.742263998,0.222908351,0.634996008,0.331796217,0.712435764,0.115955276,0.744254914,0.903645635,0.375559861,0.036878062,0.933270896,0.345728037,0.575822872,0.632861214,0.707148926,0.807524295,0.882418385,0.447836126,0.263470774,0.470639426,0.699920069,0.347480336,0.971071104,0.054427352,0.186721856,0.265186735,0.863886722,0.2391903,0.55408212,0.820712254,0.4341711,0.175062125,0.726151501,0.04451026
CASTLE SHANNON,0.564121382,0.995265696,0.265066315,0.691399667,0.149294038,0.353935289,0.893080427,0.03606701,0.821794969,0.461759744,0.251707221,0.025163232,0.95898996,0.034641336,0.892201064,0.706846744,0.960415114,0.376866851,0.666677263,0.404765503,0.312592011,0.490887269,0.765619473,0.229777578,0.292875023,0.403267733,0.323275177,0.597174629,0.242330964,0.039652171,0.375754039,0.59874884,0.92394963,0.4172586,0.38097348,0.506884511,0.275076981,0.462017104,0.233157441,0.896104593,0.873714954,0.855029489,0.344853865,0.064730117,0.385439263,0.843084174,0.723091163,0.071348995,0.828242511,0.114464072,0.108601189,0.418725195,0.287669473,0.106553653,0.062242711,0.938877486,0.620861377,0.436902152,0.758738016,0.443849115,0.046008832,0.217622525,0.812517113,0.113565434,0.370053084,0.173066332,0.529796042,0.892258441,0.412027085,0.151804198,0.474741782,0.000739342,0.22818009,0.114247703,0.73414376,0.911217837,0.650791396,0.380572521,0.16814469,0.969510042,0.589153971,0.633437114,0.611607764,0.971995062,0.462520024,0.018294503,0.27588671,0.887188679,0.172057738,0.404882959,0.162472758,0.459166709,0.847282898,0.591603726,0.214082775,0.072883111,0.631812399,0.27321483,0.384898652,0.21228772,0.160729004,0.068451704,0.845325582,0.893087173,0.439938503,0.827950254,0.027630449,0.976351574,0.48991264,0.519750064,0.310876763,0.604073643,0.603197065,0.601043148,0.345187815,0.618657798,0.190774002,0.692032333,0.853868733,0.637339525,0.44241945,0.509188416,0.979904828,0.038140279,0.952221448,0.934687845,0.185071979
CHALFANT,0.582536725,0.815913839,0.016491419,0.164326502,0.852814645,0.376008315,0.129969357,0.447261022,0.658132309,0.054431864,0.777563139,0.923551839,0.791716931,0.424155467,0.724350692,0.186525021,0.768169299,0.870863104,0.350473671,0.685039112,0.930092197,0.080198653,0.227027158,0.531215885,0.056838439,0.961274197,0.794379322,0.153549795,0.18274667,0.368840382,0.24200371,0.743930453,0.368709125,0.111938402,0.795216013,0.537587192,0.178089626,0.430094881,0.433129241,0.66026424,0.418094711,0.062915777,0.622095129,0.47109082,0.956886355,0.871922896,0.435471893,0.701589373,0.861244289,0.152878598,0.272590139,0.414626753,0.724557664,0.117587509,0.966808029,0.168992349,0.276799297,0.818782859,0.806115452,0.699191163,0.428515539,0.960607788,0.046216572,0.543664473,0.171762074,0.713784411,0.383031015,0.629177811,0.408761947,0.698200099,0.791807734,0.246993031,0.985207584,0.861800568,0.601764976,0.567281288,0.178485185,0.099342624,0.382184743,0.41832746,0.99636765,0.180053666,0.297547434,0.881071778,0.301026548,0.049486048,0.111850139,0.471578324,0.465761356,0.661756236,0.42799065,0.573887579,0.64647549,0.86556446,0.43834332,0.291502052,0.100305775,0.738286747,0.493768028,0.384277334,0.520066091,0.26148543,0.775530222,0.869765196,0.266715089,0.863138254,0.797973527,0.853348081,0.046844421,0.404718669,0.370677354,0.002632873,0.513003634,0.613523293,0.059746589,0.881194049,0.008837868,0.049577525,0.883656074,0.011234373,0.280000669,0.697084856,0.687558471,0.529581036,0.29343844,0.938164174,0.086788978
CHESWICK,0.574726721,0.451178067,0.217951011,0.275287876,0.868127433,0.812678167,0.070918815,0.700496912,0.084306685,0.786869884,0.39847785,0.63061583,0.609268904,0.515875654,0.306113056,0.044269847,0.195693486,0.179033501,0.039939228,0.731070415,0.794789463,0.747610148,0.847427035,0.869641449,0.817357615,0.872789396,0.1734965,0.136007767,0.685853164,0.926329721,0.244855616,0.003367641,0.557236388,0.004560791,0.843580817,0.408714483,0.314387615,0.099267543,0.613812129,0.747237187,0.924590686,0.922904811,0.830993307,0.014346532,0.047739411,0.399924444,0.166391117,0.570237041,0.830839792,0.041715901,0.196275228,0.647670248,0.848378895,0.947969373,0.399601963,0.931300169,0.30652279,0.228074739,0.180942902,0.864444512,0.748312657,0.48039692,0.797403047,0.81437667,0.692681506,0.567076634,0.064731338,0.240343666,0.652704935,0.616478486,0.890783583,0.322889279,0.775250888,0.586539761,0.303114574,0.533530032,0.290998878,0.605472378,0.010384982,0.498695208,0.795792595,0.262306671,0.21842691,0.976472451,0.548407153,0.609716625,0.80480221,0.673584683,0.001562999,0.49107472,0.997004708,0.765542837,0.780959545,0.012014581,0.786243214,0.495244971,0.580151739,0.204751755,0.903859396,0.582156448,0.422197569,0.206809425,0.172864209,0.642077622,0.789742106,0.127953188,0.351195364,0.281155584,0.198253013,0.102548095,0.942590444,0.246056383,0.211535452,0.936660765,0.431161936,0.428839287,0.576364693,0.653237181,0.494799676,0.058800522,0.816648363,0.822896299,0.993960108,0.56889585,0.336271952,0.44117819,0.229375961
CHURCHILL,0.717216142,0.955300932,0.025204564,0.991517366,0.042630983,0.153010757,0.086263636,0.548846524,0.183495791,0.226383319,0.170668099,0.708903775,0.896005633,0.042025766,0.395693009,0.733572997,0.1542377,0.793907126,0.918887879,0.249495914,0.555138528,0.772972902,0.861020352,0.788099368,0.19990432,0.987560322,0.098680789,0.266889416,0.419456884,0.251061537,0.084044611,0.692109599,0.259367405,0.541785269,0.876442894,0.202258069,0.127727925,0.823443446,0.081991407,0.26876713,0.049968199,0.223276162,0.587424681,0.582053846,0.573381943,0.031997854,0.412377238,0.828973509,0.491763647,0.982185913,0.408542421,0.240466145,0.531880252,0.723568347,0.082244864,0.093035467,0.792239383,0.643606623,0.252760918,0.65219518,0.593699978,0.599154085,0.836552561,0.850520735,0.31178286,0.455417523,0.694741195,0.352989479,0.993921977,0.762941574,0.254894063,0.582160887,0.292668898,0.860363708,0.181238986,0.265392735,0.796367873,0.264630911,0.716177632,0.858010176,0.577643497,0.958674563,0.199227767,0.634485778,0.527865634,0.799457671,0.165768503,0.396041212,0.884484868,0.775953276,0.374352207,0.814957411,0.087925246,0.311142125,0.003066184,0.740099016,0.246954601,0.195584769,0.922104734,0.244734424,0.72726461,0.04742079,0.389227471,0.946065798,0.984566614,0.135191494,0.838498792,0.899694849,0.174273823,0.018896,0.312022024,0.102375454,0.001464541,0.436541797,0.577149085,0.329806852,0.542737833,0.639741346,0.550892021,0.718388931,0.350675968,0.244940867,0.729181836,0.185505566,0.306194006,0.089265928,0.15901874
CLAIRTON,0.493679126,0.334815465,0.876707384,0.52434611,0.672588016,0.229649274,0.828373235,0.468957085,0.103334228,0.341018025,0.524617805,0.695257038,0.00201255,0.885127808,0.796087103,0.311260833,0.006385436,0.497339651,0.93421588,0.792944415,0.963648405,0.295253076,0.816323387,0.903313086,0.049108598,0.514829747,0.507226287,0.5747044,0.924196183,0.324535371,0.423639288,0.93907053,0.755590201,0.305974736,0.351399499,0.337723429,0.688214885,0.243499618,0.499177348,0.642385228,0.199792766,0.767458035,0.248962293,0.97226845,0.059187451,0.195916369,0.073740866,0.555134965,0.652111771,0.017069201,0.564604964,0.633862623,0.221386911,0.386150904,0.111601484,0.442492019,0.633509662,0.525860249,0.484928136,0.509772338,0.375359467,0.674591758,0.593458958,0.901655115,0.772383428,0.344377985,0.377677395,0.736403115,0.571701019,0.486227423,0.54690418,0.812083079,0.153898349,0.520975522,0.57639706,0.215969308,0.798826842,0.982012453,0.362281803,0.094360833,0.471628011,0.697756907,0.455740835,0.852632965,0.155078126,0.995798872,0.322945646,0.0854285,0.888673981,0.441114371,0.598221693,0.337601288,0.672627778,0.423719983,0.308221667,0.725202045,0.352561711,0.86114337,0.522341153,0.059384626,0.595062337,0.462055548,0.466066494,0.152891242,0.293202709,0.684444247,0.800848892,0.352008709,0.470914928,0.912422913,0.130134688,0.754620707,0.914269238,0.937600897,0.910038989,0.167626967,0.447927932,0.337795522,0.894579621,0.844098279,0.142607164,0.180126313,0.24354219,0.774189482,0.544738483,0.875520925,0.176860987
COLLIER,0.63943751,0.111465305,0.858930279,0.923866043,0.982132405,0.2305332,0.362633934,0.782210873,0.5720128,0.794894507,0.68757933,0.669847405,0.448544224,0.166960145,0.067117817,0.682626295,0.09334023,0.037725251,0.974660915,0.006749815,0.383236084,0.442287411,0.629925213,0.338852875,0.747272781,0.175418814,0.810940595,0.390157869,0.377044832,0.240641109,0.925909852,0.849845907,0.294443998,0.854727261,0.387129483,0.715024775,0.700965542,0.278934913,0.166393004,0.819409013,0.530221807,0.673966807,0.165728345,0.248918757,0.815079511,0.047343401,0.63773832,0.558331126,0.06464243,0.974390554,0.510768112,0.981004548,0.844487065,0.567956023,0.829633434,0.333579418,0.731760846,0.196545826,0.394384343,0.363042454,0.669054429,0.199133475,0.256170844,0.469861957,0.530595883,0.572941756,0.372921485,0.6533702,0.102920193,0.694208751,0.044430307,0.130270434,0.381831331,0.326146888,0.728291103,0.895075948,0.61050724,0.182926134,0.976899788,0.070274819,0.472851732,0.904272388,0.592191281,0.847457392,0.730705268,0.37158063,0.521512461,0.230273031,0.709035908,0.421625847,0.972505909,0.324598117,0.971686664,0.17494072,0.00863616,0.726492157,0.597541214,0.3842115,0.007775748,0.279187116,0.024843213,0.260174385,0.976850584,0.835077103,0.312264998,0.558688563,0.92460117,0.427029285,0.178688398,0.487084292,0.83486497,0.11559285,0.016267411,0.319932908,0.376391472,0.233685766,0.423354495,0.658248066,0.819956643,0.519780982,0.088930821,0.21273322,0.960535923,0.276778729,0.731967425,0.128569782,0.746378793
CORAOPOLIS,0.297738954,0.84809469,0.663736828,0.532197136,0.637738067,0.738027388,0.855565573,0.56207302,0.263617575,0.233189797,0.694222831,0.226659117,0.302570514,0.973292533,0.17858885,0.498031271,0.786802548,0.524733613,0.620771481,0.415453697,0.316203001,0.873565971,0.78666376,0.416533092,0.150909592,0.610175045,0.404387358,0.022236847,0.760738048,0.476158679,0.370637847,0.069692168,0.779561439,0.00034044,0.783860234,0.593662874,0.485013385,0.075531317,0.583388906,0.368714943,0.950992462,0.118869524,0.710318088,0.395684685,0.66867734,0.863500247,0.853183852,0.756512865,0.60917432,0.172936311,0.524109635,0.787663404,0.392965452,0.387272125,0.117025553,0.12003105,0.059733365,0.56164439,0.568300268,0.379483941,0.319095438,0.798761539,0.921584652,0.654163657,0.315537451,0.707173619,0.411153762,0.155676024,0.244348598,0.258689776,0.113267086,0.253101097,0.845293971,0.273209621,0.543977674,0.328288069,0.335606968,0.930920677,0.573587982,0.956724777,0.70923702,0.356613446,0.768987516,0.998769499,0.977683541,0.902846433,0.629679514,0.330332508,0.874515968,0.685675515,0.191023413,0.704795068,0.0984646,0.687925193,0.550517924,0.121715405,0.54047674,0.255189012,0.445606484,0.992077092,0.924816522,0.594293067,0.158075304,0.721608953,0.621724079,0.958466723,0.636665639,0.04736485,0.841090664,0.536382139,0.619587995,0.734043004,0.543110054,0.744377269,0.102918215,0.569113708,0.290128031,0.079416173,0.62052191,0.444784271,0.320594033,0.773323319,0.14870356,0.642306123,0.064882923,0.917774997,0.205877671
CRAFTON,0.616579717,0.655890312,0.453079863,0.642691821,0.839611373,0.271660554,0.788497831,0.477407825,0.657985522,0.211591401,0.760132961,0.910724595,0.574065978,0.170966016,0.853312734,0.245168856,0.147013037,0.416275431,0.479502367,0.539392788,0.253371544,0.980642174,0.544697632,0.146723539,0.697233557,0.259744174,0.798118177,0.175739847,0.976476533,0.128073765,0.277802566,0.322935762,0.055747796,0.035007286,0.537310276,0.567076239,0.389737301,0.451434279,0.038435841,0.6205073,0.555971942,0.405076219,0.168826611,0.040610456,0.638018378,0.840015996,0.484448169,0.984259631,0.727028026,0.624673162,0.549743612,0.493870776,0.279158695,0.113907497,0.500606145,0.736892422,0.406732226,0.956989198,0.62510719,0.618693802,0.423478555,0.554634758,0.505872565,0.479503687,0.032124575,0.405135228,0.041605612,0.823940695,0.745320294,0.768115095,0.953161794,0.153741365,0.251769803,0.499831511,0.542330933,0.455756617,0.739945977,0.91867101,0.1263473,0.607514008,0.28630883,0.47247836,0.113709018,0.719862533,0.787683187,0.434995097,0.164426729,0.956505221,0.939407358,0.394172983,0.086594308,0.690699425,0.380520589,0.029149989,0.639458006,0.197338314,0.680701961,0.969719319,0.410249931,0.739069841,0.521993256,0.956685206,0.925626938,0.884475693,0.66154778,0.541635313,0.164976361,0.453061433,0.977539803,0.743007241,0.712268993,0.235063481,0.730949314,0.680946721,0.951355036,0.938497693,0.306607859,0.455899653,0.501727216,0.198148504,0.00262922,0.050086581,0.498956632,0.624864065,0.16122079,0.721895674,0.828908524
CRESCENT,0.957884706,0.120091859,0.487766762,0.037031546,0.287916876,0.331119173,0.041099804,0.424490756,0.209192094,0.773299234,0.625892815,0.365092764,0.553956193,0.748957167,0.756520571,0.020757109,0.262165577,0.671590153,0.05314703,0.985479957,0.560180135,0.098284205,0.62218914,0.814999844,0.369713499,0.068045245,0.723175598,0.576046802,0.220527772,0.595604779,0.78861645,0.076057626,0.129178318,0.972775657,0.314841101,0.503788274,0.975719787,0.011626726,0.994466471,0.209925917,0.871546825,0.175510797,0.930916133,0.008620097,0.170540339,0.585849297,0.593237348,0.765496982,0.885522357,0.630058157,0.909335154,0.310111775,0.107822608,0.649180004,0.169885938,0.689376628,0.039130025,0.700568773,0.466736559,0.053457771,0.423233246,0.276464992,0.311091534,0.749686541,0.945185952,0.787180287,0.065465198,0.781507095,0.389189172,0.597777295,0.811318321,0.592862861,0.160206828,0.395205704,0.077396928,0.759230895,0.721969628,0.115817528,0.243160235,0.102516975,0.70203817,0.896168745,0.461367636,0.359110146,0.789159759,0.316710706,0.399817253,0.975470461,0.886006393,0.051300984,0.988347169,0.548199753,0.132616719,0.437838905,0.87360888,0.578747676,0.047476156,0.985709699,0.657539089,0.162109972,0.018755082,0.544596222,0.021839514,0.831982365,0.475713239,0.788978805,0.572384525,0.706292925,0.855005649,0.806001896,0.679265575,0.270716511,0.838910532,0.143258238,0.690601339,0.231534049,0.657338902,0.497833513,0.214773902,0.597207631,0.162739129,0.126786162,0.538964896,0.220100998,0.047875705,0.775979594,0.052940821
