,selected_zone,zone_value,value
13687,SEWICKLEY HEIGHTS,SWISSVALE,0.187274348
13688,SEWICKLEY HILLS,SWISSVALE,0.757678342
13689,SHALER,SWISSVALE,0.069020213
13690,SHARPSBURG,SWISSVALE,0.224385919
13691,SOUTH FAYETTE,SWISSVALE,0.148365754
13692,SOUTH PARK,SWISSVALE,0.328505021
13693,SOUTH VERSAILLES,SWISSVALE,0.529646894
13694,SPRINGDALE,SWISSVALE,0.78664809
13695,STOWE,SWISSVALE,0.630435415
13696,SWISSVALE,SWISSVALE,0.213713132
13697,TARENTUM,SWISSVALE,0.850611006
13698,THORNBURG,SWISSVALE,0.651359903
13699,TRAFFORD,SWISSVALE,0.736755931
13700,TURTLE CREEK,SWISSVALE,0.03260656
13701,UPPER ST. CLAIR,SWISSVALE,0.723911052
13702,VERONA,SWISSVALE,0.316049946
13703,VERSAILLES,SWISSVALE,0.18724638
13704,WALL,SWISSVALE,0.054338288
13705,WEST DEER,SWISSVALE,0.262651385
13706,WEST ELIZABETH,SWISSVALE,0.527601262
13707,WEST HOMESTEAD,SWISSVALE,0.927479737
13708,WEST MIFFLIN,SWISSVALE,0.829008437
13709,WEST VIEW,SWISSVALE,0.502388294
13710,WHITAKER,SWISSVALE,0.475608292
13711,WHITE OAK,SWISSVALE,0.652776896
13712,WHITEHALL,SWISSVALE,0.740392781
13713,WILKINS,SWISSVALE,0.90878091
13714,WILKINSBURG,SWISSVALE,0.701648417
13715,WILMERDING,SWISSVALE,0.729099399
13716,ALEPPO,TARENTUM,0.685628285
13717,ASPINWALL,TARENTUM,0.444757259
13718,AVALON,TARENTUM,0.455165596
13719,BALDWIN,TARENTUM,0.665775093
13720,BELL ACRES,TARENTUM,0.7861464
13721,BELLEVUE,TARENTUM,0.22212413
13722,BEN AVON,TARENTUM,0.055217456
13723,BEN AVON HEIGHTS,TARENTUM,0.192082585
13724,BETHEL PARK,TARENTUM,0.325026029
13725,BLAWNOX,TARENTUM,0.762275606
13726,BRACKENRIDGE,TARENTUM,0.289167234
13727,BRADDOCK,TARENTUM,0.066183181
13728,BRADDOCK HILLS,TARENTUM,0.830506678
13729,BRADFORD WOODS,TARENTUM,0.82949275
13730,BRENTWOOD,TARENTUM,0.445039935
13731,BRIDGEVILLE,TARENTUM,0.209842419
13732,CARNEGIE,TARENTUM,0.807524295
13733,CASTLE SHANNON,TARENTUM,0.48991264
13734,CHALFANT,TARENTUM,0.046844421
13735,CHESWICK,TARENTUM,0.198253013
13736,CHURCHILL,TARENTUM,0.174273823
13737,CLAIRTON,TARENTUM,0.470914928
13738,COLLIER,TARENTUM,0.178688398
13739,CORAOPOLIS,TARENTUM,0.841090664
13740,CRAFTON,TARENTUM,0.977539803
13741,CRESCENT,TARENTUM,0.855005649
13742,DORMONT,TARENTUM,0.270132991
13743,DRAVOSBURG,TARENTUM,0.477441773
13744,DUQUESNE,TARENTUM,0.678738277
13745,EAST DEER,TARENTUM,0.535353765
13746,EAST MCKEESPORT,TARENTUM,0.037143406
13747,EAST PITTSBURGH,TARENTUM,0.980655405
13748,EDGEWOOD,TARENTUM,0.841998835
13749,EDGEWORTH,TARENTUM,0.866137292
13750,ELIZABETH,TARENTUM,0.779584735
13751,EMSWORTH,TARENTUM,0.300491368
13752,ETNA,TARENTUM,0.508911932
13753,FAWN,TARENTUM,0.162410886
13754,FINDLAY,TARENTUM,0.271571915
13755,FOREST HILLS,TARENTUM,0.673381218
13756,FORWARD,TARENTUM,0.867339872
13757,FOX CHAPEL,TARENTUM,0.322592055
13758,FRANKLIN PARK,TARENTUM,0.07941433
13759,FRAZER,TARENTUM,0.026451045
13760,GLASSPORT,TARENTUM,0.74318094
13761,GLEN OSBORNE,TARENTUM,0.777802938
13762,GLENFIELD,TARENTUM,0.182192723
13763,GREEN TREE,TARENTUM,0.608178104
13764,HAMPTON,TARENTUM,0.46459579
13765,HARMAR,TARENTUM,0.274159571
13766,HARRISON,TARENTUM,0.087081867
13767,HAYSVILLE,TARENTUM,0.706379765
13768,HEIDELBERG,TARENTUM,0.488016955
13769,HOMESTEAD,TARENTUM,0.320634866
13770,INDIANA,TARENTUM,0.537324995
13771,INGRAM,TARENTUM,0.391482405
13772,JEFFERSON HILLS,TARENTUM,0.280572043
13773,KENNEDY,TARENTUM,0.017110177
13774,KILBUCK,TARENTUM,0.095276723
13775,LEET,TARENTUM,0.947866155
13776,LEETSDALE,TARENTUM,0.602798725
13777,LIBERTY,TARENTUM,0.918745036
13778,LINCOLN,TARENTUM,0.873899694
13779,MARSHALL,TARENTUM,0.128280773
13780,MCCANDLESS,TARENTUM,0.949754698
13781,MCDONALD,TARENTUM,0.456216041
13782,MCKEES ROCKS,TARENTUM,0.177959385
13783,MCKEESPORT,TARENTUM,0.713876287
13784,MILLVALE,TARENTUM,0.42646966
13785,MONROEVILLE,TARENTUM,0.760377734
13786,MOON,TARENTUM,0.037763101
13787,MOUNT LEBANON,TARENTUM,0.527165332
13788,MOUNT OLIVER,TARENTUM,0.830518829
13789,MUNHALL,TARENTUM,0.724115147
13790,NEVILLE,TARENTUM,0.94921362
13791,NORTH BRADDOCK,TARENTUM,0.34822804
13792,NORTH FAYETTE,TARENTUM,0.528582378
13793,NORTH VERSAILLES,TARENTUM,0.003758645
13794,O'HARA,TARENTUM,0.838548308
13795,OAKDALE,TARENTUM,0.636245352
13796,OAKMONT,TARENTUM,0.433578868
13797,OHIO,TARENTUM,0.006886218
13798,PENN HILLS,TARENTUM,0.605078529
13799,PENNSBURY VILLAGE,TARENTUM,0.862633708
13800,PINE,TARENTUM,0.934920275
13801,PITCAIRN,TARENTUM,0.400453659
13802,PITTSBURGH,TARENTUM,0.150688938
13803,PLEASANT HILLS,TARENTUM,0.885392603
13804,PLUM,TARENTUM,0.953195383
13805,PORT VUE,TARENTUM,0.257512661
13806,RANKIN,TARENTUM,0.527274949
13807,RESERVE,TARENTUM,0.994023202
13808,RICHLAND,TARENTUM,0.388592524
13809,ROBINSON,TARENTUM,0.537414364
13810,ROSS,TARENTUM,0.225923081
13811,ROSSLYN FARMS,TARENTUM,0.55973533
13812,SCOTT,TARENTUM,0.332702902
13813,SEWICKLEY,TARENTUM,0.101946459
13814,SEWICKLEY HEIGHTS,TARENTUM,0.46457403
13815,SEWICKLEY HILLS,TARENTUM,0.301216006
13816,SHALER,TARENTUM,0.194908002
13817,SHARPSBURG,TARENTUM,0.232809163
13818,SOUTH FAYETTE,TARENTUM,0.791201872
13819,SOUTH PARK,TARENTUM,0.859902023
13820,SOUTH VERSAILLES,TARENTUM,0.556530384
13821,SPRINGDALE,TARENTUM,0.597082913
13822,STOWE,TARENTUM,0.538251031
13823,SWISSVALE,TARENTUM,0.771823273
13824,TARENTUM,TARENTUM,0.458107939
13825,THORNBURG,TARENTUM,0.479075508
13826,TRAFFORD,TARENTUM,0.078886015
13827,TURTLE CREEK,TARENTUM,0.49353569
13828,UPPER ST. CLAIR,TARENTUM,0.03619715
13829,VERONA,TARENTUM,0.083901416
13830,VERSAILLES,TARENTUM,0.086340045
13831,WALL,TARENTUM,0.289565898
13832,WEST DEER,TARENTUM,0.480803385
13833,WEST ELIZABETH,TARENTUM,0.796977004
13834,WEST HOMESTEAD,TARENTUM,0.743260887
13835,WEST MIFFLIN,TARENTUM,0.87809047
13836,WEST VIEW,TARENTUM,0.290965694
13837,WHITAKER,TARENTUM,0.106606777
13838,WHITE OAK,TARENTUM,0.656546861
13839,WHITEHALL,TARENTUM,0.436741085
13840,WILKINS,TARENTUM,0.806482465
13841,WILKINSBURG,TARENTUM,0.524740099
13842,WILMERDING,TARENTUM,0.795402567
13843,ALEPPO,THORNBURG,0.1701851
13844,ASPINWALL,THORNBURG,0.788296777
13845,AVALON,THORNBURG,0.934665975
13846,BALDWIN,THORNBURG,0.574887502
13847,BELL ACRES,THORNBURG,0.041430017
13848,BELLEVUE,THORNBURG,0.118663242
13849,BEN AVON,THORNBURG,0.946674446
13850,BEN AVON HEIGHTS,THORNBURG,0.900736607
13851,BETHEL PARK,THORNBURG,0.095503838
13852,BLAWNOX,THORNBURG,0.697950096
13853,BRACKENRIDGE,THORNBURG,0.752535367
13854,BRADDOCK,THORNBURG,0.175711656
13855,BRADDOCK HILLS,THORNBURG,0.031246199
13856,BRADFORD WOODS,THORNBURG,0.287545506
13857,BRENTWOOD,THORNBURG,0.560757144
13858,BRIDGEVILLE,THORNBURG,0.118614343
13859,CARNEGIE,THORNBURG,0.882418385
13860,CASTLE SHANNON,THORNBURG,0.519750064
13861,CHALFANT,THORNBURG,0.404718669
13862,CHESWICK,THORNBURG,0.102548095
13863,CHURCHILL,THORNBURG,0.018896
13864,CLAIRTON,THORNBURG,0.912422913
13865,COLLIER,THORNBURG,0.487084292
13866,CORAOPOLIS,THORNBURG,0.536382139
13867,CRAFTON,THORNBURG,0.743007241
13868,CRESCENT,THORNBURG,0.806001896
13869,DORMONT,THORNBURG,0.176343356
13870,DRAVOSBURG,THORNBURG,0.125218416
13871,DUQUESNE,THORNBURG,0.208747291
13872,EAST DEER,THORNBURG,0.306924496
13873,EAST MCKEESPORT,THORNBURG,0.53779132
13874,EAST PITTSBURGH,THORNBURG,0.483149549
13875,EDGEWOOD,THORNBURG,0.367163652
13876,EDGEWORTH,THORNBURG,0.939244428
13877,ELIZABETH,THORNBURG,0.09547069
13878,EMSWORTH,THORNBURG,0.0453532
13879,ETNA,THORNBURG,0.582617298
13880,FAWN,THORNBURG,0.615293998
13881,FINDLAY,THORNBURG,0.246209535
13882,FOREST HILLS,THORNBURG,0.359586733
13883,FORWARD,THORNBURG,0.615578211
13884,FOX CHAPEL,THORNBURG,0.22402669
13885,FRANKLIN PARK,THORNBURG,0.575614024
13886,FRAZER,THORNBURG,0.252753193
13887,GLASSPORT,THORNBURG,0.293708749
13888,GLEN OSBORNE,THORNBURG,0.990082045
13889,GLENFIELD,THORNBURG,0.354946572
13890,GREEN TREE,THORNBURG,0.534471501
13891,HAMPTON,THORNBURG,0.721926422
13892,HARMAR,THORNBURG,0.708737778
13893,HARRISON,THORNBURG,0.514274728
13894,HAYSVILLE,THORNBURG,0.630898625
13895,HEIDELBERG,THORNBURG,0.051147272
13896,HOMESTEAD,THORNBURG,0.291227385
13897,INDIANA,THORNBURG,0.146593422
13898,INGRAM,THORNBURG,0.130931777
13899,JEFFERSON HILLS,THORNBURG,0.264193679
13900,KENNEDY,THORNBURG,0.20693721
13901,KILBUCK,THORNBURG,0.406530393
13902,LEET,THORNBURG,0.997894027
13903,LEETSDALE,THORNBURG,0.231423754
13904,LIBERTY,THORNBURG,0.695851253
13905,LINCOLN,THORNBURG,0.197230913
13906,MARSHALL,THORNBURG,0.359964897
13907,MCCANDLESS,THORNBURG,0.857938467
13908,MCDONALD,THORNBURG,0.424108592
13909,MCKEES ROCKS,THORNBURG,0.041434223
13910,MCKEESPORT,THORNBURG,0.208108206
13911,MILLVALE,THORNBURG,0.25756875
13912,MONROEVILLE,THORNBURG,0.431034452
13913,MOON,THORNBURG,0.863351044
13914,MOUNT LEBANON,THORNBURG,0.388891495
13915,MOUNT OLIVER,THORNBURG,0.499046156
13916,MUNHALL,THORNBURG,0.738871182
13917,NEVILLE,THORNBURG,0.236610497
13918,NORTH BRADDOCK,THORNBURG,0.010367955
13919,NORTH FAYETTE,THORNBURG,0.111897954
13920,NORTH VERSAILLES,THORNBURG,0.92229544
13921,O'HARA,THORNBURG,0.074482491
13922,OAKDALE,THORNBURG,0.592813293
13923,OAKMONT,THORNBURG,0.83286693
13924,OHIO,THORNBURG,0.830841399
13925,PENN HILLS,THORNBURG,0.373293276
13926,PENNSBURY VILLAGE,THORNBURG,0.215704782
13927,PINE,THORNBURG,0.624288998
13928,PITCAIRN,THORNBURG,0.245073923
13929,PITTSBURGH,THORNBURG,0.409873553
13930,PLEASANT HILLS,THORNBURG,0.72317987
13931,PLUM,THORNBURG,0.896221412
13932,PORT VUE,THORNBURG,0.924664846
13933,RANKIN,THORNBURG,0.626976175
13934,RESERVE,THORNBURG,0.076721756
13935,RICHLAND,THORNBURG,0.255926369
13936,ROBINSON,THORNBURG,0.697555291
13937,ROSS,THORNBURG,0.826755664
13938,ROSSLYN FARMS,THORNBURG,0.675514168
13939,SCOTT,THORNBURG,0.304417567
13940,SEWICKLEY,THORNBURG,0.526776076
13941,SEWICKLEY HEIGHTS,THORNBURG,0.295535962
13942,SEWICKLEY HILLS,THORNBURG,0.033568462
13943,SHALER,THORNBURG,0.334928381
13944,SHARPSBURG,THORNBURG,0.411854682
13945,SOUTH FAYETTE,THORNBURG,0.970127911
13946,SOUTH PARK,THORNBURG,0.256980552
13947,SOUTH VERSAILLES,THORNBURG,0.016042349
13948,SPRINGDALE,THORNBURG,0.562142599
13949,STOWE,THORNBURG,0.622729048
13950,SWISSVALE,THORNBURG,0.033582299
13951,TARENTUM,THORNBURG,0.646628046
13952,THORNBURG,THORNBURG,0.356176653
13953,TRAFFORD,THORNBURG,0.977864267
13954,TURTLE CREEK,THORNBURG,0.76256699
13955,UPPER ST. CLAIR,THORNBURG,0.923834771
13956,VERONA,THORNBURG,0.634194679
13957,VERSAILLES,THORNBURG,0.74590415
13958,WALL,THORNBURG,0.592566067
13959,WEST DEER,THORNBURG,0.418189727
13960,WEST ELIZABETH,THORNBURG,0.091989355
13961,WEST HOMESTEAD,THORNBURG,0.534890948
13962,WEST MIFFLIN,THORNBURG,0.816196445
13963,WEST VIEW,THORNBURG,0.311057423
13964,WHITAKER,THORNBURG,0.756466311
13965,WHITE OAK,THORNBURG,0.02098765
13966,WHITEHALL,THORNBURG,0.98786132
13967,WILKINS,THORNBURG,0.301105582
13968,WILKINSBURG,THORNBURG,0.338398022
13969,WILMERDING,THORNBURG,0.467307743
13970,ALEPPO,TRAFFORD,0.190644407
13971,ASPINWALL,TRAFFORD,0.703678835
13972,AVALON,TRAFFORD,0.411005525
13973,BALDWIN,TRAFFORD,0.999652104
13974,BELL ACRES,TRAFFORD,0.325438342
13975,BELLEVUE,TRAFFORD,0.123345958
13976,BEN AVON,TRAFFORD,0.960734158
13977,BEN AVON HEIGHTS,TRAFFORD,0.828187201
13978,BETHEL PARK,TRAFFORD,0.667490681
13979,BLAWNOX,TRAFFORD,0.581600306
13980,BRACKENRIDGE,TRAFFORD,0.643606496
13981,BRADDOCK,TRAFFORD,0.666076792
13982,BRADDOCK HILLS,TRAFFORD,0.37718701
13983,BRADFORD WOODS,TRAFFORD,0.411298585
13984,BRENTWOOD,TRAFFORD,0.645070366
13985,BRIDGEVILLE,TRAFFORD,0.766264953
13986,CARNEGIE,TRAFFORD,0.447836126
13987,CASTLE SHANNON,TRAFFORD,0.310876763
13988,CHALFANT,TRAFFORD,0.370677354
13989,CHESWICK,TRAFFORD,0.942590444
13990,CHURCHILL,TRAFFORD,0.312022024
13991,CLAIRTON,TRAFFORD,0.130134688
13992,COLLIER,TRAFFORD,0.83486497
13993,CORAOPOLIS,TRAFFORD,0.619587995
13994,CRAFTON,TRAFFORD,0.712268993
13995,CRESCENT,TRAFFORD,0.679265575
13996,DORMONT,TRAFFORD,0.644924344
13997,DRAVOSBURG,TRAFFORD,0.690913873
13998,DUQUESNE,TRAFFORD,0.980553106
13999,EAST DEER,TRAFFORD,0.829126371
14000,EAST MCKEESPORT,TRAFFORD,0.07299051
14001,EAST PITTSBURGH,TRAFFORD,0.069444264
14002,EDGEWOOD,TRAFFORD,0.848456825
14003,EDGEWORTH,TRAFFORD,0.768495018
14004,ELIZABETH,TRAFFORD,0.578607621
14005,EMSWORTH,TRAFFORD,0.938954105
14006,ETNA,TRAFFORD,0.028784795
14007,FAWN,TRAFFORD,0.035156239
14008,FINDLAY,TRAFFORD,0.942519948
14009,FOREST HILLS,TRAFFORD,0.526032164
14010,FORWARD,TRAFFORD,0.557021366
14011,FOX CHAPEL,TRAFFORD,0.614189143
14012,FRANKLIN PARK,TRAFFORD,0.993148745
14013,FRAZER,TRAFFORD,0.475198398
14014,GLASSPORT,TRAFFORD,0.299910877
14015,GLEN OSBORNE,TRAFFORD,0.184695984
14016,GLENFIELD,TRAFFORD,0.999162397
14017,GREEN TREE,TRAFFORD,0.493737511
14018,HAMPTON,TRAFFORD,0.608020456
14019,HARMAR,TRAFFORD,0.316658864
14020,HARRISON,TRAFFORD,0.956252053
14021,HAYSVILLE,TRAFFORD,0.147376709
14022,HEIDELBERG,TRAFFORD,0.239419555
14023,HOMESTEAD,TRAFFORD,0.763992893
14024,INDIANA,TRAFFORD,0.548361511
14025,INGRAM,TRAFFORD,0.593099435
14026,JEFFERSON HILLS,TRAFFORD,0.971818424
14027,KENNEDY,TRAFFORD,0.638584597
14028,KILBUCK,TRAFFORD,0.772568465
14029,LEET,TRAFFORD,0.328267159
14030,LEETSDALE,TRAFFORD,0.294016312
14031,LIBERTY,TRAFFORD,0.605001154
14032,LINCOLN,TRAFFORD,0.770298965
14033,MARSHALL,TRAFFORD,0.226043915
14034,MCCANDLESS,TRAFFORD,0.086028017
14035,MCDONALD,TRAFFORD,0.390715837
14036,MCKEES ROCKS,TRAFFORD,0.720539781
14037,MCKEESPORT,TRAFFORD,0.945515124
14038,MILLVALE,TRAFFORD,0.089419734
14039,MONROEVILLE,TRAFFORD,0.565816691
14040,MOON,TRAFFORD,0.627689872
14041,MOUNT LEBANON,TRAFFORD,0.889482151
14042,MOUNT OLIVER,TRAFFORD,0.898768549
14043,MUNHALL,TRAFFORD,0.141394232
14044,NEVILLE,TRAFFORD,0.529713314
14045,NORTH BRADDOCK,TRAFFORD,0.386423867
14046,NORTH FAYETTE,TRAFFORD,0.845589193
14047,NORTH VERSAILLES,TRAFFORD,0.955318734
14048,O'HARA,TRAFFORD,0.646229999
14049,OAKDALE,TRAFFORD,0.107297584
14050,OAKMONT,TRAFFORD,0.924687844
14051,OHIO,TRAFFORD,0.30372272
14052,PENN HILLS,TRAFFORD,0.91956942
14053,PENNSBURY VILLAGE,TRAFFORD,0.576149674
14054,PINE,TRAFFORD,0.325761989
14055,PITCAIRN,TRAFFORD,0.537431763
14056,PITTSBURGH,TRAFFORD,0.441570461
14057,PLEASANT HILLS,TRAFFORD,0.553841277
14058,PLUM,TRAFFORD,0.817815534
14059,PORT VUE,TRAFFORD,0.167577843
14060,RANKIN,TRAFFORD,0.08811522
14061,RESERVE,TRAFFORD,0.038388681
14062,RICHLAND,TRAFFORD,0.783482369
14063,ROBINSON,TRAFFORD,0.04366955
14064,ROSS,TRAFFORD,0.991030619
14065,ROSSLYN FARMS,TRAFFORD,0.39274522
14066,SCOTT,TRAFFORD,0.89241744
14067,SEWICKLEY,TRAFFORD,0.112887155
14068,SEWICKLEY HEIGHTS,TRAFFORD,0.564400834
14069,SEWICKLEY HILLS,TRAFFORD,0.505085369
14070,SHALER,TRAFFORD,0.40828385
14071,SHARPSBURG,TRAFFORD,0.309763133
14072,SOUTH FAYETTE,TRAFFORD,0.597489147
14073,SOUTH PARK,TRAFFORD,0.678380549
14074,SOUTH VERSAILLES,TRAFFORD,0.961276234
14075,SPRINGDALE,TRAFFORD,0.029270862
14076,STOWE,TRAFFORD,0.194640001
14077,SWISSVALE,TRAFFORD,0.168222568
14078,TARENTUM,TRAFFORD,0.370107454
14079,THORNBURG,TRAFFORD,0.381139106
14080,TRAFFORD,TRAFFORD,0.057856587
14081,TURTLE CREEK,TRAFFORD,0.182460343
14082,UPPER ST. CLAIR,TRAFFORD,0.232942617
14083,VERONA,TRAFFORD,0.943737058
14084,VERSAILLES,TRAFFORD,0.286890635
14085,WALL,TRAFFORD,0.804609422
14086,WEST DEER,TRAFFORD,0.097562016
14087,WEST ELIZABETH,TRAFFORD,0.828622109
14088,WEST HOMESTEAD,TRAFFORD,0.657897093
14089,WEST MIFFLIN,TRAFFORD,0.133555733
14090,WEST VIEW,TRAFFORD,0.77302379
14091,WHITAKER,TRAFFORD,0.00562056
14092,WHITE OAK,TRAFFORD,0.981781701
14093,WHITEHALL,TRAFFORD,0.551110175
14094,WILKINS,TRAFFORD,0.493092092
14095,WILKINSBURG,TRAFFORD,0.433042389
14096,WILMERDING,TRAFFORD,0.001321591
14097,ALEPPO,TURTLE CREEK,0.886535308
14098,ASPINWALL,TURTLE CREEK,0.878233808
14099,AVALON,TURTLE CREEK,0.302888206
14100,BALDWIN,TURTLE CREEK,0.652703829
14101,BELL ACRES,TURTLE CREEK,0.287140592
14102,BELLEVUE,TURTLE CREEK,0.394611164
14103,BEN AVON,TURTLE CREEK,0.199276116
14104,BEN AVON HEIGHTS,TURTLE CREEK,0.771972512
14105,BETHEL PARK,TURTLE CREEK,0.013476712
14106,BLAWNOX,TURTLE CREEK,0.39838607
14107,BRACKENRIDGE,TURTLE CREEK,0.917322874
14108,BRADDOCK,TURTLE CREEK,0.990788196
14109,BRADDOCK HILLS,TURTLE CREEK,0.45112851
14110,BRADFORD WOODS,TURTLE CREEK,0.598004275
14111,BRENTWOOD,TURTLE CREEK,0.449866542
14112,BRIDGEVILLE,TURTLE CREEK,0.247835907
14113,CARNEGIE,TURTLE CREEK,0.263470774
14114,CASTLE SHANNON,TURTLE CREEK,0.604073643
14115,CHALFANT,TURTLE CREEK,0.002632873
14116,CHESWICK,TURTLE CREEK,0.246056383
14117,CHURCHILL,TURTLE CREEK,0.102375454
14118,CLAIRTON,TURTLE CREEK,0.754620707
14119,COLLIER,TURTLE CREEK,0.11559285
14120,CORAOPOLIS,TURTLE CREEK,0.734043004
14121,CRAFTON,TURTLE CREEK,0.235063481
14122,CRESCENT,TURTLE CREEK,0.270716511
14123,DORMONT,TURTLE CREEK,0.096299481
14124,DRAVOSBURG,TURTLE CREEK,0.209131761
14125,DUQUESNE,TURTLE CREEK,0.070487167
14126,EAST DEER,TURTLE CREEK,0.129005976
14127,EAST MCKEESPORT,TURTLE CREEK,0.019422545
14128,EAST PITTSBURGH,TURTLE CREEK,0.654662786
14129,EDGEWOOD,TURTLE CREEK,0.794735431
14130,EDGEWORTH,TURTLE CREEK,0.223217154
14131,ELIZABETH,TURTLE CREEK,0.065275293
14132,EMSWORTH,TURTLE CREEK,0.41123771
14133,ETNA,TURTLE CREEK,0.000122821
14134,FAWN,TURTLE CREEK,0.516923977
14135,FINDLAY,TURTLE CREEK,0.572453214
14136,FOREST HILLS,TURTLE CREEK,0.022366475
14137,FORWARD,TURTLE CREEK,0.552120117
14138,FOX CHAPEL,TURTLE CREEK,0.078250217
14139,FRANKLIN PARK,TURTLE CREEK,0.635482509
14140,FRAZER,TURTLE CREEK,0.11848563
14141,GLASSPORT,TURTLE CREEK,0.525282275
14142,GLEN OSBORNE,TURTLE CREEK,0.732106916
14143,GLENFIELD,TURTLE CREEK,0.628977597
14144,GREEN TREE,TURTLE CREEK,0.351778719
14145,HAMPTON,TURTLE CREEK,0.765879202
14146,HARMAR,TURTLE CREEK,0.558666561
14147,HARRISON,TURTLE CREEK,0.872900769
14148,HAYSVILLE,TURTLE CREEK,0.477859334
14149,HEIDELBERG,TURTLE CREEK,0.134494227
14150,HOMESTEAD,TURTLE CREEK,0.357014556
14151,INDIANA,TURTLE CREEK,0.216847288
14152,INGRAM,TURTLE CREEK,0.358652307
14153,JEFFERSON HILLS,TURTLE CREEK,0.173434751
14154,KENNEDY,TURTLE CREEK,0.94180344
14155,KILBUCK,TURTLE CREEK,0.400367878
14156,LEET,TURTLE CREEK,0.338820121
14157,LEETSDALE,TURTLE CREEK,0.886365433
14158,LIBERTY,TURTLE CREEK,0.896477839
14159,LINCOLN,TURTLE CREEK,0.149840298
14160,MARSHALL,TURTLE CREEK,0.192677699
14161,MCCANDLESS,TURTLE CREEK,0.903094428
14162,MCDONALD,TURTLE CREEK,0.964286954
14163,MCKEES ROCKS,TURTLE CREEK,0.583274265
14164,MCKEESPORT,TURTLE CREEK,0.666162319
14165,MILLVALE,TURTLE CREEK,0.866887603
14166,MONROEVILLE,TURTLE CREEK,0.688613809
14167,MOON,TURTLE CREEK,0.539015261
14168,MOUNT LEBANON,TURTLE CREEK,0.96583727
14169,MOUNT OLIVER,TURTLE CREEK,0.226421006
14170,MUNHALL,TURTLE CREEK,0.9902868
14171,NEVILLE,TURTLE CREEK,0.83666821
14172,NORTH BRADDOCK,TURTLE CREEK,0.729684596
14173,NORTH FAYETTE,TURTLE CREEK,0.279103231
14174,NORTH VERSAILLES,TURTLE CREEK,0.597829042
14175,O'HARA,TURTLE CREEK,0.996907021
14176,OAKDALE,TURTLE CREEK,0.768823052
14177,OAKMONT,TURTLE CREEK,0.069763079
14178,OHIO,TURTLE CREEK,0.089462435
14179,PENN HILLS,TURTLE CREEK,0.602046702
14180,PENNSBURY VILLAGE,TURTLE CREEK,0.498355771
14181,PINE,TURTLE CREEK,0.711430866
14182,PITCAIRN,TURTLE CREEK,0.214291372
14183,PITTSBURGH,TURTLE CREEK,0.099739538
14184,PLEASANT HILLS,TURTLE CREEK,0.168037492
14185,PLUM,TURTLE CREEK,0.814951618
14186,PORT VUE,TURTLE CREEK,0.920419597
14187,RANKIN,TURTLE CREEK,0.419421767
14188,RESERVE,TURTLE CREEK,0.711581561
14189,RICHLAND,TURTLE CREEK,0.748806509
14190,ROBINSON,TURTLE CREEK,0.527320586
14191,ROSS,TURTLE CREEK,0.27447331
14192,ROSSLYN FARMS,TURTLE CREEK,0.840693138
14193,SCOTT,TURTLE CREEK,0.472657657
14194,SEWICKLEY,TURTLE CREEK,0.232679277
14195,SEWICKLEY HEIGHTS,TURTLE CREEK,0.836800963
14196,SEWICKLEY HILLS,TURTLE CREEK,0.36738967
14197,SHALER,TURTLE CREEK,0.870176722
14198,SHARPSBURG,TURTLE CREEK,0.910325396
14199,SOUTH FAYETTE,TURTLE CREEK,0.324235868
14200,SOUTH PARK,TURTLE CREEK,0.406262166
14201,SOUTH VERSAILLES,TURTLE CREEK,0.303220938
14202,SPRINGDALE,TURTLE CREEK,0.030074051
14203,STOWE,TURTLE CREEK,0.024971738
14204,SWISSVALE,TURTLE CREEK,0.699909337
14205,TARENTUM,TURTLE CREEK,0.471175222
14206,THORNBURG,TURTLE CREEK,0.511573475
14207,TRAFFORD,TURTLE CREEK,0.397242962
14208,TURTLE CREEK,TURTLE CREEK,0.414895704
14209,UPPER ST. CLAIR,TURTLE CREEK,0.824637299
14210,VERONA,TURTLE CREEK,0.338292642
14211,VERSAILLES,TURTLE CREEK,0.790562459
14212,WALL,TURTLE CREEK,0.722093423
14213,WEST DEER,TURTLE CREEK,0.803308139
14214,WEST ELIZABETH,TURTLE CREEK,0.213786644
14215,WEST HOMESTEAD,TURTLE CREEK,0.173157039
14216,WEST MIFFLIN,TURTLE CREEK,0.572170725
14217,WEST VIEW,TURTLE CREEK,0.713076795
14218,WHITAKER,TURTLE CREEK,0.661259472
14219,WHITE OAK,TURTLE CREEK,0.925086407
14220,WHITEHALL,TURTLE CREEK,0.213482722
14221,WILKINS,TURTLE CREEK,0.91406148
14222,WILKINSBURG,TURTLE CREEK,0.801413442
14223,WILMERDING,TURTLE CREEK,0.387286222
14224,ALEPPO,UPPER ST. CLAIR,0.612951884
14225,ASPINWALL,UPPER ST. CLAIR,0.633878709
14226,AVALON,UPPER ST. CLAIR,0.067047074
14227,BALDWIN,UPPER ST. CLAIR,0.660166501
14228,BELL ACRES,UPPER ST. CLAIR,0.580395473
14229,BELLEVUE,UPPER ST. CLAIR,0.308821013
14230,BEN AVON,UPPER ST. CLAIR,0.214778164
14231,BEN AVON HEIGHTS,UPPER ST. CLAIR,0.488016229
14232,BETHEL PARK,UPPER ST. CLAIR,0.92585031
14233,BLAWNOX,UPPER ST. CLAIR,0.311973644
14234,BRACKENRIDGE,UPPER ST. CLAIR,0.628648845
14235,BRADDOCK,UPPER ST. CLAIR,0.390466445
